locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKCPCKJH_02901	CDS	627	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
EKCPCKJH_02902	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
EKCPCKJH_02903	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
EKCPCKJH_02904	CDS	2445	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
EKCPCKJH_02905	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
EKCPCKJH_02906	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
EKCPCKJH_02907	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
EKCPCKJH_02908	CDS	4146	ftsK		COG1674	DNA translocase FtsK
EKCPCKJH_02909	CDS	495	lrp		COG1522	Leucine-responsive regulatory protein
EKCPCKJH_02910	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
EKCPCKJH_02911	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
EKCPCKJH_02912	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
EKCPCKJH_02913	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
EKCPCKJH_02914	CDS	219	infA		COG0361	Translation initiation factor IF-1
EKCPCKJH_02915	tRNA	88				tRNA-Ser(gga)
EKCPCKJH_02916	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
EKCPCKJH_02917	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
EKCPCKJH_02918	CDS	225	cspD		COG1278	Cold shock-like protein CspD
EKCPCKJH_02919	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EKCPCKJH_02920	CDS	1116	macA		COG0845	Macrolide export protein MacA
EKCPCKJH_02921	CDS	993				hypothetical protein
EKCPCKJH_02922	CDS	1659				hypothetical protein
EKCPCKJH_02923	CDS	696	aqpZ		COG0580	Aquaporin Z
EKCPCKJH_02924	CDS	900	lysO		COG2431	Lysine exporter LysO
EKCPCKJH_02925	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
EKCPCKJH_02926	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
EKCPCKJH_02927	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
EKCPCKJH_02928	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
EKCPCKJH_02929	CDS	1431				hypothetical protein
EKCPCKJH_02930	CDS	1014	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
EKCPCKJH_02931	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
EKCPCKJH_02932	CDS	324				hypothetical protein
EKCPCKJH_02933	CDS	516	ybjP			putative lipoprotein YbjP
EKCPCKJH_02934	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
EKCPCKJH_02935	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
EKCPCKJH_02936	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
EKCPCKJH_02937	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
EKCPCKJH_02938	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
EKCPCKJH_02939	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
EKCPCKJH_02940	CDS	489	ybjO			Inner membrane protein YbjO
EKCPCKJH_02941	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
EKCPCKJH_02942	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
EKCPCKJH_02943	CDS	1134	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EKCPCKJH_02944	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
EKCPCKJH_02945	CDS	477	ybjN			putative protein YbjN
EKCPCKJH_02946	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
EKCPCKJH_02947	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
EKCPCKJH_02948	CDS	288				hypothetical protein
EKCPCKJH_02949	CDS	258	grxA		COG0695	Glutaredoxin 1
EKCPCKJH_02950	CDS	378	ybjM			Inner membrane protein YbjM
EKCPCKJH_02951	CDS	1686	aspT_2			Aspartate/alanine antiporter
EKCPCKJH_02952	CDS	219				hypothetical protein
EKCPCKJH_02953	CDS	1101				hypothetical protein
EKCPCKJH_02954	CDS	486				hypothetical protein
EKCPCKJH_02955	CDS	3078				hypothetical protein
EKCPCKJH_02956	CDS	303				hypothetical protein
EKCPCKJH_02957	CDS	516				hypothetical protein
EKCPCKJH_02958	CDS	1173	gpFI_3			Putative prophage major tail sheath protein
EKCPCKJH_02959	CDS	567				Tn3 family transposase ISYps3
EKCPCKJH_02960	CDS	492				hypothetical protein
EKCPCKJH_02961	CDS	444				hypothetical protein
EKCPCKJH_02962	CDS	603	tfaE			Prophage tail fiber assembly protein TfaE
EKCPCKJH_02963	CDS	1509				hypothetical protein
EKCPCKJH_02964	CDS	606				hypothetical protein
EKCPCKJH_02965	CDS	909				hypothetical protein
EKCPCKJH_02966	CDS	360				hypothetical protein
EKCPCKJH_02967	CDS	579				hypothetical protein
EKCPCKJH_02968	CDS	447				hypothetical protein
EKCPCKJH_02969	CDS	432				hypothetical protein
EKCPCKJH_02970	CDS	429				hypothetical protein
EKCPCKJH_02971	CDS	378				hypothetical protein
EKCPCKJH_02972	CDS	513				hypothetical protein
EKCPCKJH_02973	CDS	216				hypothetical protein
EKCPCKJH_02974	CDS	204				hypothetical protein
EKCPCKJH_02975	CDS	465				hypothetical protein
EKCPCKJH_02976	CDS	651				hypothetical protein
EKCPCKJH_02977	CDS	1059				hypothetical protein
EKCPCKJH_02978	CDS	834				hypothetical protein
EKCPCKJH_02979	CDS	1767				hypothetical protein
EKCPCKJH_02980	CDS	1032				hypothetical protein
EKCPCKJH_02981	CDS	618				hypothetical protein
EKCPCKJH_02982	CDS	732				hypothetical protein
EKCPCKJH_02983	CDS	843				hypothetical protein
EKCPCKJH_02984	CDS	216				hypothetical protein
EKCPCKJH_02985	CDS	234				hypothetical protein
EKCPCKJH_02986	CDS	189				hypothetical protein
EKCPCKJH_02987	CDS	2415				hypothetical protein
EKCPCKJH_02988	CDS	858	dam_2	2.1.1.72	COG0338	DNA adenine methylase
EKCPCKJH_02989	CDS	228	ybiI_1		COG1734	putative protein YbiI
EKCPCKJH_02990	CDS	234				hypothetical protein
EKCPCKJH_02991	CDS	342				hypothetical protein
EKCPCKJH_02992	CDS	225				hypothetical protein
EKCPCKJH_02993	CDS	510				hypothetical protein
EKCPCKJH_02994	CDS	222				hypothetical protein
EKCPCKJH_02995	CDS	570				hypothetical protein
EKCPCKJH_02996	CDS	192				hypothetical protein
EKCPCKJH_02997	CDS	1032	xerC_4			Tyrosine recombinase XerC
EKCPCKJH_02998	CDS	270				hypothetical protein
EKCPCKJH_02999	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
EKCPCKJH_03000	CDS	1128	ybjJ			Inner membrane protein YbjJ
EKCPCKJH_03001	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
EKCPCKJH_03002	CDS	279				hypothetical protein
EKCPCKJH_03003	CDS	1233	mdfA			Multidrug transporter MdfA
EKCPCKJH_03004	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
EKCPCKJH_03005	CDS	759	deoR		COG1349	Deoxyribose operon repressor
EKCPCKJH_03006	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
EKCPCKJH_03007	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
EKCPCKJH_03008	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
EKCPCKJH_03009	CDS	384				hypothetical protein
EKCPCKJH_03010	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
EKCPCKJH_03011	CDS	1329				hypothetical protein
EKCPCKJH_03012	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
EKCPCKJH_03013	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
EKCPCKJH_03014	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
EKCPCKJH_03015	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
EKCPCKJH_03016	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EKCPCKJH_03017	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
EKCPCKJH_03018	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
EKCPCKJH_03019	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
EKCPCKJH_03020	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EKCPCKJH_03021	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
EKCPCKJH_03022	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
EKCPCKJH_03023	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
EKCPCKJH_03024	CDS	1266	ybiU			putative protein YbiU
EKCPCKJH_03025	CDS	1104	cytR_1		COG1609	HTH-type transcriptional repressor CytR
EKCPCKJH_03026	CDS	1302	exuT_2			Hexuronate transporter
EKCPCKJH_03027	CDS	2364				hypothetical protein
EKCPCKJH_03028	CDS	1596	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
EKCPCKJH_03029	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
EKCPCKJH_03030	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
EKCPCKJH_03031	CDS	468	mntR		COG1321	Transcriptional regulator MntR
EKCPCKJH_03032	CDS	129	mntS			Small protein MntS
EKCPCKJH_03033	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
EKCPCKJH_03034	CDS	516	ompX		COG3637	Outer membrane protein X
EKCPCKJH_03035	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
EKCPCKJH_03036	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EKCPCKJH_03037	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
EKCPCKJH_03038	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
EKCPCKJH_03039	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
EKCPCKJH_03040	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
EKCPCKJH_03041	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
EKCPCKJH_03042	CDS	261	mcbA			putative protein McbA
EKCPCKJH_03043	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
EKCPCKJH_03044	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
EKCPCKJH_03045	CDS	267	ybiI_2		COG1734	putative protein YbiI
EKCPCKJH_03046	CDS	261	bhsA_3			Multiple stress resistance protein BhsA
EKCPCKJH_03047	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
EKCPCKJH_03048	CDS	963	ybiB		COG0547	putative protein YbiB
EKCPCKJH_03049	CDS	2286	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
EKCPCKJH_03050	CDS	450	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
EKCPCKJH_03051	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EKCPCKJH_03052	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
EKCPCKJH_03053	CDS	996				hypothetical protein
EKCPCKJH_03054	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
EKCPCKJH_03055	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
EKCPCKJH_03056	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
EKCPCKJH_03057	CDS	411	ybhQ			Inner membrane protein YbhQ
EKCPCKJH_03058	CDS	762				hypothetical protein
EKCPCKJH_03059	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
EKCPCKJH_03060	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
EKCPCKJH_03061	CDS	714				hypothetical protein
EKCPCKJH_03062	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
EKCPCKJH_03063	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
EKCPCKJH_03064	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
EKCPCKJH_03065	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
EKCPCKJH_03066	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
EKCPCKJH_03067	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
EKCPCKJH_03068	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
EKCPCKJH_03069	CDS	2022	uvrB		COG0556	UvrABC system protein B
EKCPCKJH_03070	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EKCPCKJH_03071	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
EKCPCKJH_03072	CDS	1155	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
EKCPCKJH_03073	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
EKCPCKJH_03074	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
EKCPCKJH_03075	CDS	477				hypothetical protein
EKCPCKJH_03076	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
EKCPCKJH_03077	CDS	2262	leuC_1	4.2.1.33		3-isopropylmalate dehydratase large subunit
EKCPCKJH_03078	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
EKCPCKJH_03079	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
EKCPCKJH_03080	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
EKCPCKJH_03081	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
EKCPCKJH_03082	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
EKCPCKJH_03083	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EKCPCKJH_03084	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
EKCPCKJH_03085	CDS	774	modA		COG0725	Molybdate-binding protein ModA
EKCPCKJH_03086	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
EKCPCKJH_03087	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
EKCPCKJH_03088	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
EKCPCKJH_03089	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EKCPCKJH_03090	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
EKCPCKJH_03091	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
EKCPCKJH_03092	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
EKCPCKJH_03093	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EKCPCKJH_03094	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
EKCPCKJH_03095	CDS	381				hypothetical protein
EKCPCKJH_03096	CDS	942	zitB		COG1230	Zinc transporter ZitB
EKCPCKJH_03097	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
EKCPCKJH_03098	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
EKCPCKJH_03099	tRNA	76				tRNA-Lys(ttt)
EKCPCKJH_03100	tRNA	76				tRNA-Lys(ttt)
EKCPCKJH_03101	tRNA	76				tRNA-Lys(ttt)
EKCPCKJH_03102	tRNA	76				tRNA-Val(tac)
EKCPCKJH_03103	tRNA	76				tRNA-Lys(ttt)
EKCPCKJH_03104	tRNA	76				tRNA-Val(tac)
EKCPCKJH_03105	tRNA	76				tRNA-Lys(ttt)
EKCPCKJH_03106	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
EKCPCKJH_03107	CDS	522	pal_2		COG2885	Peptidoglycan-associated lipoprotein
EKCPCKJH_03108	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
EKCPCKJH_03109	CDS	1266	tolA		COG3064	Tol-Pal system protein TolA
EKCPCKJH_03110	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
EKCPCKJH_03111	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
EKCPCKJH_03112	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
EKCPCKJH_03113	CDS	294				hypothetical protein
EKCPCKJH_03114	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
EKCPCKJH_03115	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
EKCPCKJH_03116	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
EKCPCKJH_03117	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
EKCPCKJH_03118	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
EKCPCKJH_03119	CDS	723	mngR_3		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
EKCPCKJH_03120	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EKCPCKJH_03121	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EKCPCKJH_03122	CDS	1218	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EKCPCKJH_03123	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EKCPCKJH_03124	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EKCPCKJH_03125	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
EKCPCKJH_03126	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
EKCPCKJH_03127	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
EKCPCKJH_03128	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
EKCPCKJH_03129	CDS	567	ybgD_2			putative fimbrial-like protein YbgD
EKCPCKJH_03130	CDS	2451	papC_3		COG3188	Outer membrane usher protein PapC
EKCPCKJH_03131	CDS	732	papD_2		COG3121	Chaperone protein PapD
EKCPCKJH_03132	CDS	1062				hypothetical protein
EKCPCKJH_03133	CDS	1047				hypothetical protein
EKCPCKJH_03134	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
EKCPCKJH_03135	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
EKCPCKJH_03136	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
EKCPCKJH_03137	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
EKCPCKJH_03138	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
EKCPCKJH_03139	CDS	1482	dtpD		COG3104	Dipeptide permease D
EKCPCKJH_03140	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
EKCPCKJH_03141	CDS	510				hypothetical protein
EKCPCKJH_03142	CDS	330	symE_3	3.1.-.-		Toxic protein SymE
EKCPCKJH_03143	CDS	327				hypothetical protein
EKCPCKJH_03144	CDS	1056	xerD_3		COG4974	Tyrosine recombinase XerD
EKCPCKJH_03145	CDS	2733	dnaG_4	2.7.7.-		DNA primase
EKCPCKJH_03146	CDS	399				hypothetical protein
EKCPCKJH_03147	CDS	294	symE_4	3.1.-.-		Endoribonuclease SymE
EKCPCKJH_03148	CDS	378				hypothetical protein
EKCPCKJH_03149	CDS	717	xerD_4			Tyrosine recombinase XerD
EKCPCKJH_03150	CDS	297				hypothetical protein
EKCPCKJH_03151	CDS	2733	dnaG_5	2.7.7.-		DNA primase
EKCPCKJH_03152	CDS	399				hypothetical protein
EKCPCKJH_03153	CDS	294	symE_5	3.1.-.-		Endoribonuclease SymE
EKCPCKJH_03154	CDS	414				hypothetical protein
EKCPCKJH_03155	CDS	4647				hypothetical protein
EKCPCKJH_03156	CDS	453				hypothetical protein
EKCPCKJH_03157	CDS	1137				ISAs1 family transposase ISEc1
EKCPCKJH_03158	CDS	207				hypothetical protein
EKCPCKJH_03159	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
EKCPCKJH_03160	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
EKCPCKJH_03161	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
EKCPCKJH_03162	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
EKCPCKJH_03163	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
EKCPCKJH_03164	CDS	105				hypothetical protein
EKCPCKJH_03165	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
EKCPCKJH_03166	CDS	1320	potE		COG0531	Putrescine transporter PotE
EKCPCKJH_03167	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
EKCPCKJH_03168	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
EKCPCKJH_03169	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
EKCPCKJH_03170	CDS	363	ybfE			putative protein YbfE
EKCPCKJH_03171	CDS	531	fldA		COG0716	Flavodoxin 1
EKCPCKJH_03172	CDS	447	fur		COG0735	Ferric uptake regulation protein
EKCPCKJH_03173	CDS	327	chiQ			putative lipoprotein ChiQ
EKCPCKJH_03174	CDS	1407	chiP			Chitoporin
EKCPCKJH_03175	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
EKCPCKJH_03176	CDS	123				hypothetical protein
EKCPCKJH_03177	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
EKCPCKJH_03178	CDS	801	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
EKCPCKJH_03179	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
EKCPCKJH_03180	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
EKCPCKJH_03181	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
EKCPCKJH_03182	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
EKCPCKJH_03183	tRNA	77				tRNA-Met(cat)
EKCPCKJH_03184	tRNA	85				tRNA-Leu(tag)
EKCPCKJH_03185	tRNA	75				tRNA-Gln(ttg)
EKCPCKJH_03186	tRNA	75				tRNA-Gln(ttg)
EKCPCKJH_03187	tRNA	77				tRNA-Met(cat)
EKCPCKJH_03188	tRNA	75				tRNA-Gln(ctg)
EKCPCKJH_03189	tRNA	75				tRNA-Gln(ctg)
EKCPCKJH_03190	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
EKCPCKJH_03191	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EKCPCKJH_03192	CDS	1080	ybeZ		COG1702	PhoH-like protein
EKCPCKJH_03193	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
EKCPCKJH_03194	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
EKCPCKJH_03195	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
EKCPCKJH_03196	CDS	1878	glpG_2	3.4.21.105		Rhomboid protease GlpG
EKCPCKJH_03197	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
EKCPCKJH_03198	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
EKCPCKJH_03199	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
EKCPCKJH_03200	CDS	726	glnQ_3			Glutamine transport ATP-binding protein GlnQ
EKCPCKJH_03201	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
EKCPCKJH_03202	CDS	1671	hscC		COG0443	Chaperone protein HscC
EKCPCKJH_03203	CDS	1452				hypothetical protein
EKCPCKJH_03204	CDS	708				hypothetical protein
EKCPCKJH_03205	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
EKCPCKJH_03206	CDS	1428				hypothetical protein
EKCPCKJH_03207	CDS	708				hypothetical protein
EKCPCKJH_03208	CDS	978	esiB			Secretory immunoglobulin A-binding protein EsiB
EKCPCKJH_03209	CDS	483				hypothetical protein
EKCPCKJH_03210	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
EKCPCKJH_03211	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
EKCPCKJH_03212	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
EKCPCKJH_03213	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EKCPCKJH_03214	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
EKCPCKJH_03215	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
EKCPCKJH_03216	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EKCPCKJH_03217	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EKCPCKJH_03218	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
EKCPCKJH_03219	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
EKCPCKJH_03220	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
EKCPCKJH_03221	CDS	264				hypothetical protein
EKCPCKJH_03222	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
EKCPCKJH_03223	CDS	954	ybdO_1			putative HTH-type transcriptional regulator YbdO
EKCPCKJH_03224	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
EKCPCKJH_03225	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
EKCPCKJH_03226	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
EKCPCKJH_03227	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
EKCPCKJH_03228	CDS	210	cspE			Cold shock-like protein CspE
EKCPCKJH_03229	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
